City,Area,Location,No. of Bedrooms,Price
2,1100,427,2,10500000
4,1600,382,3,4000000
4,1500,288,3,9300000
4,850,303,2,12000000
4,1135,298,3,2600000
6,1430,209,3,7500000
5,698,45,1,10100000
2,1200,446,2,17500000
4,1440,289,3,4750000
4,1947,293,4,5377000
3,1304,2,2,8954000
3,1372,2,3,4507000
5,1060,35,3,4000000
5,945,37,2,7686000
2,3780,475,4,139500000
5,722,76,2,27599999
6,1940,197,3,8000000
6,2232,201,3,16500000
6,1150,214,2,6900000
4,1456,288,3,9700000
2,1000,426,2,20000000
4,1291,309,3,5339000
1,7500,146,5,340900000
6,7600,201,8,35000000
5,899,59,2,4324000
5,1594,38,3,7809999
2,894,427,3,6200000
3,1359,3,2,9323000
5,1276,30,2,7500000
4,1259,288,3,4570000
4,856,295,2,4550000
5,1495,68,2,23100000
5,1130,55,3,5407000
5,1025,70,2,4508000
1,2500,146,4,5000000
1,2700,146,4,30000000
4,2500,307,5,23500000
2,3321,469,4,160000000
4,1304,286,2,34000000
5,1130,55,3,7100000
5,896,50,2,4928000
5,2044,58,3,5017000
4,860,297,2,3700000
4,850,325,2,6775000
4,1077,290,3,17900000
5,1850,38,3,20000000
2,1130,500,3,7600000
6,3600,225,4,40000000
4,820,286,2,4527000
4,795,287,2,3615999
4,1080,319,3,2133000
4,1430,303,3,2062000
6,850,217,2,3000000
2,450,468,1,7500000
6,1250,262,2,6000000
4,1014,298,2,18800000
2,900,429,3,7300000
6,1435,224,3,7175000
2,798,455,2,2950000
4,614,286,2,3500000
2,1000,485,2,6800000
5,1436,110,3,2340000
4,1194,291,3,3865000
4,1408,309,3,4500000
4,1520,290,3,7900000
5,1158,59,3,4587000
4,1058,309,3,6291000
4,1304,298,3,7500000
4,997,309,3,4200000
2,1632,475,3,8500000
1,1800,138,3,15000000
5,855,63,2,3500000
4,900,292,2,2000000
4,750,310,2,3800000
3,1300,0,2,6487000
2,925,437,2,37400000
6,1180,197,2,4600000
1,1300,135,3,13799999
5,515,53,1,8000000
4,1501,296,3,2318000
5,1277,79,2,44200000
4,1355,293,3,2633000
4,1100,297,3,12600000
4,1210,291,3,4348000
5,1406,87,3,7000000
1,1200,152,3,5000000
5,523,53,1,17100000
5,1414,63,3,18000000
2,585,464,1,7400000
4,1349,290,3,6934999
2,1205,486,2,9000000
2,600,476,1,5500000
3,1204,5,3,7845999
4,1150,293,2,2928000
2,473,446,1,9700000
2,2665,427,3,62500000
4,1451,290,3,3477000
5,975,55,1,4192000
6,1150,201,2,5704000
2,1000,429,2,12000000
4,1450,309,3,10100000
6,1700,245,3,13500000
6,1730,201,2,10500000
5,657,39,1,2759000
2,1250,475,2,22000000
4,636,293,2,5200000
2,1090,429,2,24000000
2,950,464,2,6000000
4,1310,293,2,7000000
4,1919,290,3,4745000
4,1110,286,3,3746000
3,2415,14,3,32799999
5,1035,40,2,32000000
5,1004,90,2,4114000
2,1548,431,3,22500000
1,1800,136,3,16000000
2,1550,486,3,14500000
2,1800,475,4,80000000
1,2500,156,4,47500000
4,1170,309,2,4872000
5,721,70,2,3881000
6,950,268,2,2400000
6,1147,255,2,4500000
3,950,6,2,3554000
6,2265,198,3,14800000
4,850,298,2,2300000
4,1399,293,3,3622000
3,1152,3,2,4469000
4,1056,293,3,3700000
4,1210,286,3,5000000
4,975,286,2,2799000
4,1359,298,3,6500000
4,1558,293,3,7970000
5,917,39,2,2500000
1,1750,138,3,16000000
1,1500,145,3,5100000
4,1552,413,3,9211000
5,989,90,2,12100000
1,1800,135,3,16500000
1,1500,134,4,18000000
2,850,468,2,13000000
4,935,287,2,6021000
5,721,70,2,3886999
2,525,440,1,2500000
6,1300,208,3,7200000
5,927,70,2,5808000
6,1100,260,2,4900000
4,1500,288,2,9223000
4,1430,288,3,8000000
4,1475,317,3,2750000
2,600,433,1,8000000
5,527,31,1,2766000
2,450,429,1,3300000
2,607,464,1,4200000
4,935,292,2,8043000
5,762,49,2,3996000
4,1583,327,3,18000000
4,1270,382,3,5027000
5,1527,40,3,13799999
1,2400,138,4,22500000
4,1100,297,3,4653000
2,1350,475,2,11500000
5,980,35,2,4753000
4,1345,298,3,2959000
5,760,70,2,4150000
4,2028,290,3,13500000
4,890,395,3,4500000
5,1200,46,2,6959999
4,897,288,2,26500000
6,1675,201,3,11100000
4,780,305,2,6000000
3,5500,9,4,50800000
4,5359,314,4,6216000
4,1282,288,2,32000000
5,575,76,1,2475000
5,816,40,2,4733000
6,3494,198,4,29000000
2,707,475,2,27799999
4,1760,293,3,2300000
5,4105,38,4,12900000
2,495,447,1,2100000
4,1475,317,3,15500000
4,765,329,2,3200000
5,636,52,1,6286000
5,1450,48,3,3100000
4,1605,309,3,2089999
2,607,464,1,36800000
4,1243,288,3,3100000
2,1056,476,2,9500000
4,1700,293,3,3606000
4,1105,287,2,8315000
5,1100,95,3,6050000
4,916,395,3,2850000
4,1359,298,3,2000000
4,1947,293,4,3007000
5,977,83,3,8700000
4,938,335,2,3579999
4,1370,292,3,3561999
4,1179,293,3,14000000
2,870,490,2,5000000
2,1000,431,2,8000000
4,1956,288,3,4000000
6,1100,201,2,4830000
6,2615,202,3,13000000
5,1971,81,3,8353000
5,1250,52,3,5476000
4,1450,288,3,3354999
6,6718,202,5,66400000
4,1250,330,3,2500000
4,1310,293,2,7600000
4,1575,338,3,7587000
5,980,53,2,9222000
2,930,455,2,13000000
4,1365,298,3,3500000
4,2520,293,4,5436000
4,1036,288,2,6334000
3,3357,16,4,74300000
1,800,145,2,3000000
5,962,94,2,7200000
5,620,107,1,3779999
6,1441,201,2,9400000
4,1188,291,3,4039000
6,1200,255,2,2800000
4,1163,291,3,14100000
4,2522,293,4,2787000
5,855,63,2,3400000
6,1150,197,2,5000000
6,1096,217,2,3800000
2,1030,431,2,4100000
5,1925,53,3,20400000
6,1180,227,2,5256000
5,915,76,1,4200000
5,865,39,2,4152000
1,2302,140,4,18000000
6,1260,228,2,5600000
6,1600,226,3,8460000
4,973,288,2,6404000
4,823,292,2,3086000
5,1529,55,3,16700000
2,1355,430,3,3100000
3,1721,2,3,4000000
1,1450,145,3,6000000
1,738,192,2,17500000
4,1071,291,3,2384000
1,1950,172,3,26000000
4,1150,309,2,2950000
3,1400,20,3,6300000
4,852,316,2,10000000
4,944,292,2,3119000
4,1787,307,3,12000000
2,980,431,2,13500000
2,585,446,1,9200000
4,1350,288,3,4000000
6,3190,204,3,3690000
3,2557,14,3,32200000
4,925,293,2,5200000
5,1200,55,3,2240000
5,1347,49,3,6054000
1,1250,147,3,15000000
5,2343,49,4,4153000
4,861,292,2,7200000
5,1065,37,2,6390000
2,1168,435,2,45000000
3,1200,12,2,9000000
3,925,11,2,6400000
4,1100,288,2,130000000
6,1875,205,3,7875000
3,1128,7,2,3384000
5,1047,70,2,5821000
1,1000,146,3,2800000
5,1217,59,2,11000000
4,1160,292,2,60100000
5,740,56,2,3931000
2,972,455,2,3100000
2,660,464,2,4450000
4,4527,314,3,3274000
3,2056,7,3,4987000
1,1050,159,2,4800000
2,823,434,2,8500000
4,2398,295,4,2218000
2,850,432,2,20000000
3,4053,14,4,47500000
4,1500,288,3,6250000
5,706,39,1,5892000
1,1100,137,4,9500000
6,970,212,2,2500000
5,1285,62,3,6684999
5,960,66,2,5088000
4,1550,317,3,10200000
4,2168,290,3,5500000
4,2560,314,3,3300000
3,2409,14,3,47600000
4,1643,304,4,7943000
2,590,445,1,2500000
6,2250,214,3,20000000
5,1561,31,3,13200000
6,1500,284,3,7500000
4,1555,295,3,7600000
1,1800,136,2,19000000
6,1195,214,2,6800000
1,2000,159,3,20000000
2,980,441,2,4900000
4,905,292,3,3256000
4,1476,293,3,9973000
2,1090,431,2,16200000
2,720,428,1,42600000
6,1742,202,3,13700000
4,1086,196,3,2200000
4,950,286,2,3500000
5,1580,99,3,23000000
6,2300,199,4,3000000
4,1617,286,3,6900000
5,1610,53,3,17000000
4,1200,296,3,2200000
4,887,290,2,12900000
4,1640,295,3,4000000
5,2527,111,4,48000000
5,1829,31,3,13200000
6,1200,206,2,6200000
5,2000,48,3,2896000
1,1800,187,2,8200000
5,999,39,2,4124000
6,1050,206,2,6000000
5,750,74,1,2850000
5,664,39,1,2789000
5,1561,31,3,9799000
4,915,290,3,5935000
2,650,490,1,10000000
6,2000,217,3,2110000
2,1440,433,3,26000000
4,600,394,2,5520000
5,855,63,2,9400000
2,2073,475,3,9500000
2,1196,432,3,34500000
5,1068,39,2,5126000
6,1550,199,3,6509999
5,830,79,2,2400000
4,1294,300,3,4700000
5,2684,44,4,33500000
5,1599,31,3,8029000
2,1864,475,3,22300000
4,1460,288,3,5572000
4,1325,327,3,6769000
4,1421,317,3,10400000
6,1400,255,3,2800000
6,1150,250,2,4140000
5,952,62,2,5200000
5,1130,55,3,7108000
4,1900,314,3,3372000
5,1020,41,2,9738000
5,1636,104,3,5200000
3,2187,12,3,5556000
6,1300,268,3,3200000
4,826,362,2,9700000
2,1100,426,2,55000000
4,2321,288,4,4795000
5,1850,77,3,19200000
5,1380,37,3,7173999
4,1480,288,3,8000000
6,3434,202,4,26500000
1,1103,145,2,80000000
5,2021,49,4,9510000
2,699,446,2,12500000
5,1180,46,3,3399000
5,1915,38,3,9400000
2,1655,429,3,27000000
6,1525,206,3,11000000
4,725,290,1,5054000
4,700,297,2,2000000
3,1170,3,2,19300000
5,1938,42,3,24600000
4,905,292,3,13899999
2,600,505,1,2100000
4,950,303,2,5082000
2,1065,428,2,12000000
4,1525,314,3,5600000
5,576,31,1,3024000
1,5500,163,4,4100000
5,872,70,2,4635000
4,1064,287,3,10500000
2,1100,446,2,32100000
4,1250,366,3,2300000
2,1650,486,3,2460000
2,975,428,2,29000000
5,1222,94,3,6476000
3,1330,10,2,7000000
4,1545,290,2,6000000
5,1050,35,1,23000000
2,640,426,1,6000000
5,576,125,1,8508000
4,1170,298,3,2254000
2,960,475,2,140000000
6,1555,227,3,6931000
5,1230,87,2,7748999
4,1030,309,1,5500000
4,925,310,2,7500000
4,3434,288,4,7500000
5,1238,63,3,5261000
6,1535,214,3,10000000
4,967,290,2,20000000
4,1105,288,2,7500000
2,1100,431,2,8495000
1,1107,145,2,50000000
4,1185,296,2,2700000
5,1165,76,2,5555000
2,650,431,1,4200000
1,900,145,2,80000000
4,1717,290,3,2600000
4,1130,325,3,7423000
5,836,79,2,4600000
1,2000,138,4,45000000
1,2350,135,4,28500000
4,1079,286,2,3049000
4,980,325,3,4000000
4,1500,286,3,14200000
2,843,425,2,6400000
4,1585,363,3,4850000
5,1855,41,3,4800000
5,1110,37,3,6312000
5,1027,31,2,8548000
6,1650,237,3,7500000
6,1002,258,2,4008000
4,1191,292,3,2464000
2,1850,475,3,23100000
5,1008,60,2,6552000
2,1150,431,2,4000000
4,1036,293,2,11299999
2,225,426,1,18700000
2,820,425,2,3397000
5,1266,50,3,6963000
4,930,295,2,32400000
4,1020,311,2,4000000
2,1045,431,2,8000000
3,1002,3,2,22400000
2,980,426,1,18200000
4,1110,309,2,60100000
6,1200,237,2,5580000
4,1360,314,2,9996000
2,450,431,1,7200000
5,887,39,2,5295000
4,915,287,2,3049000
5,1443,63,3,8039000
4,1915,371,4,2394000
4,945,293,2,130000000
6,1120,250,3,4500000
4,985,286,3,2800000
5,1203,87,3,11000000
4,1355,286,3,4761000
5,1280,59,3,28200000
2,355,428,1,3800000
4,1099,290,3,3960000
3,2165,4,3,18800000
1,1850,136,3,16200000
1,2000,135,3,19800000
5,876,35,2,4829000
2,675,455,1,2865000
2,1196,432,3,16500000
4,750,317,2,15600000
4,5075,314,4,2052000
4,1100,295,3,4500000
5,1000,48,2,7000000
4,800,327,2,4560000
4,1188,291,3,4035000
5,1070,46,3,3900000
6,3300,207,4,35000000
4,1059,325,3,3800000
1,850,159,3,15800000
4,1349,290,3,15700000
4,1436,293,3,3500000
3,1225,6,3,9300000
4,1501,411,3,3960000
2,1050,446,2,12900000
2,1050,426,2,13799999
3,3900,9,4,23500000
5,1151,110,3,4788000
4,1415,288,3,5555000
6,1500,242,3,6399000
5,575,76,1,2480000
4,949,293,2,4836000
4,1072,288,3,2714000
3,1325,0,2,5949000
5,550,78,1,2750000
6,1050,227,2,4600000
2,873,455,2,3872000
4,1058,309,3,5229000
4,1110,309,3,19500000
5,1306,37,2,8162000
2,860,185,1,7200000
4,943,420,2,6327000
1,5200,189,4,20000000
5,1579,49,3,3543000
5,3000,61,4,24000000
3,1225,6,3,3217000
4,829,309,2,2384000
5,740,63,2,9000000
6,1400,240,3,5700000
5,869,87,2,4331000
5,819,39,2,9500000
4,1103,288,3,5000000
4,895,340,3,2290000
2,1750,429,3,12000000
2,2260,475,3,47600000
4,1882,290,4,4200000
4,870,291,2,5594000
3,1140,10,2,5674000
4,721,288,2,12500000
2,670,431,1,5600000
1,6650,146,4,258600000
4,1164,293,3,2051000
6,1200,221,2,4000000
2,1200,446,2,40000000
2,650,432,1,6500000
2,985,441,2,3800000
6,1200,242,3,6700000
6,3000,241,4,20000000
2,565,464,1,5200000
4,916,286,3,26100000
4,2400,307,4,5000000
5,1100,39,2,6540000
5,530,88,1,2385000
5,1060,35,3,4692000
4,985,310,2,11000000
4,880,288,2,3000000
4,997,309,3,5360000
4,3702,371,3,3960000
4,2234,290,3,4610000
5,1172,88,3,5300000
4,1825,288,3,8600000
5,1024,31,2,8721000
4,1707,296,3,4500000
2,680,431,1,4151000
6,1435,201,3,8105000
4,1322,292,3,6350000
4,1019,298,2,2250000
4,623,335,2,3000000
6,1260,202,3,8800000
5,2451,49,4,21000000
6,1980,205,3,8316000
4,870,309,2,6300000
5,1740,45,3,4492000
6,1500,268,2,3550000
5,1183,70,3,2707000
4,730,295,2,2827000
4,1268,288,3,3900000
4,2035,288,3,26900000
2,350,495,1,12500000
5,1450,35,4,18600000
2,840,428,2,16500000
4,1150,293,2,5349000
1,1500,135,3,17600000
4,1097,291,3,8600000
4,1650,351,3,7250000
4,897,288,2,7200000
6,1590,27,3,12000000
4,1279,291,3,4348000
5,1288,31,1,8000000
4,935,287,2,4147000
2,923,475,2,22200000
4,830,295,2,11800000
3,1177,2,2,3490000
4,966,286,2,3200000
4,1674,321,3,2800000
2,900,490,2,9800000
4,5359,314,4,5160000
2,2415,429,4,31500000
4,1555,288,2,10100000
2,910,425,2,3258000
4,1920,293,3,8148000
3,1943,14,2,22000000
5,937,55,2,8500000
1,1800,150,2,20000000
5,1378,41,3,6647000
2,667,431,1,3700000
3,1223,29,2,11000000
4,883,287,2,85300000
2,1361,475,2,31200000
5,1077,53,2,14900000
3,445,3,1,8173000
5,3234,79,4,13700000
4,1360,293,2,2545000
4,1226,288,3,5800000
2,1435,427,3,3500000
5,1880,37,3,3274000
1,1550,138,3,13500000
1,1800,136,3,12700000
4,1100,398,3,3350000
6,3233,198,4,45000000
2,495,446,1,9200000
2,370,424,1,2100000
2,614,426,2,12000000
5,1316,31,2,8161000
4,1054,341,2,17500000
2,980,490,2,21000000
5,1606,38,3,8354000
4,1102,309,3,2394000
2,450,428,1,8900000
4,885,331,2,3777000
1,1250,152,3,3400000
4,855,291,2,2400000
3,645,6,1,8000000
2,480,448,1,4650000
2,585,464,1,24600000
3,1545,2,3,9505000
3,1490,4,3,12700000
4,1585,324,3,9200000
5,497,68,1,27300000
5,1043,39,2,4331000
4,1927,288,4,85300000
4,1165,310,3,4000000
4,1157,297,3,4598000
6,1000,255,2,2200000
2,997,437,3,32500000
1,520,134,1,3660000
5,1566,31,3,9857000
5,1125,101,2,10400000
4,1835,309,4,5300000
4,1107,290,3,6055000
4,1363,295,3,8200000
3,520,6,1,2288000
4,1450,288,1,7000000
2,665,431,1,4000000
4,807,319,2,5300000
6,1725,220,3,5499000
1,7251,146,5,17800000
1,600,135,1,13799999
5,987,110,2,6400000
4,1150,290,2,5518000
6,1465,227,3,6300000
4,800,196,2,6300000
4,517,309,2,2250000
5,668,39,1,2806000
2,1100,490,2,12500000
5,720,129,2,6956999
2,1260,431,2,3500000
4,741,310,2,3484000
1,1300,138,2,12500000
5,2684,44,4,29500000
2,730,484,2,13000000
1,1900,135,4,20500000
1,800,146,2,2262000
5,817,39,2,5389000
4,820,286,2,3132000
2,610,471,1,15000000
3,2798,2,3,13700000
3,1471,1,3,7058000
5,1975,48,3,30000000
2,1690,431,3,16000000
5,1203,87,3,4190000
6,1418,205,3,7100000
4,1200,311,2,5000000
4,999,309,3,5500000
4,943,288,2,2524000
5,1168,33,3,5050000
6,1100,197,2,3740000
5,1035,38,2,5000000
1,1215,142,4,8000000
5,765,55,1,3365000
4,940,289,2,3381000
2,870,490,2,2600000
3,1839,8,3,25400000
4,1245,286,3,2980000
4,847,287,2,17600000
6,1710,214,3,13000000
4,2200,297,4,2000000
5,1255,93,2,25400000
4,5359,314,4,27599999
4,1289,288,3,2394000
2,1040,484,2,5160000
2,678,431,1,85000000
2,1450,426,3,37000000
2,635,464,1,11500000
5,1922,93,3,12000000
4,1291,309,3,5500000
6,2607,214,3,17500000
4,1200,297,3,4300000
2,580,464,1,3200000
4,1068,293,2,2300000
2,1220,450,3,6600000
1,516,134,1,32500000
2,649,446,2,16399999
3,1250,1,3,6528000
2,1250,427,2,4000000
4,1100,315,2,2325000
4,1150,293,2,3000000
6,1836,228,3,8900000
5,685,86,2,6200000
2,1786,429,3,31500000
4,1065,297,3,3000000
3,1385,8,2,19300000
2,506,446,2,14600000
4,1186,288,2,11700000
5,1243,52,3,5021000
1,580,134,1,5000000
3,1438,3,3,15000000
4,1785,309,4,16700000
5,780,30,2,3510000
1,1440,156,3,18500000
5,4658,45,1,25299999
4,1451,288,3,5518000
4,2032,295,3,6484000
4,1373,288,3,9275000
5,1710,52,3,7579000
3,2661,2,3,11299999
4,1150,293,2,10100000
4,1227,288,3,3550000
4,1100,286,3,190000000
5,1200,36,3,8000000
4,1259,286,3,7000000
3,1830,3,3,3869000
4,746,288,2,6563000
4,997,286,2,7936000
4,1650,335,3,2700000
2,1660,431,3,16500000
4,1160,288,3,6000000
4,1100,295,3,3500000
5,1255,49,2,2066000
1,510,134,1,6500000
2,750,464,1,9700000
5,1183,39,3,46000000
3,1335,18,2,7200000
5,1850,77,3,8100000
4,1150,293,2,8200000
4,800,297,2,2700000
2,760,464,1,9000000
5,821,70,2,4161999
4,741,310,2,25000000
6,1591,201,3,10900000
3,520,6,1,4237000
2,1450,431,3,4500000
4,1285,309,3,4003000
4,840,288,2,4695000
4,1100,293,3,3150000
5,1545,45,2,3490000
4,1164,291,3,3971000
4,935,196,2,9200000
4,2253,290,3,12300000
4,1451,288,3,5210000
4,1212,293,3,40000000
3,2580,14,3,8000000
6,1150,198,2,8600000
2,900,447,2,3500000
5,1277,110,3,4699000
2,716,426,2,4200000
4,933,334,3,3400000
4,2357,293,4,4500000
4,1000,295,2,10600000
5,1197,60,3,7780000
2,1350,468,3,9300000
1,1000,146,3,2262000
4,2241,290,3,10300000
6,1560,213,3,8600000
2,545,481,1,5800000
4,817,286,3,3108000
1,677,191,2,14000000
1,516,134,1,110000000
2,1050,479,2,31000000
5,998,52,3,3802000
2,650,428,1,8100000
5,910,50,2,7320000
4,1203,367,3,2978000
3,1397,5,3,11100000
5,1500,61,3,11000000
4,1310,288,2,7400000
1,1245,140,2,10000000
1,520,134,1,4400000
2,2095,429,4,41900000
2,649,446,2,12500000
2,550,481,1,3500000
2,1150,459,2,6100000
2,600,447,2,5300000
6,2000,214,3,10000000
4,3319,314,4,11399999
5,1654,53,3,13600000
5,2062,36,2,7800000
1,800,146,2,2254000
5,1492,38,3,7952000
2,500,430,1,16100000
3,2975,9,3,15000000
4,1215,311,3,2036000
2,1600,490,3,11500000
4,1073,304,3,5500000
2,1975,481,3,4000000
2,640,449,1,2418000
5,855,63,2,24200000
5,1196,97,2,12400000
2,1350,425,3,2900000
4,869,319,2,10300000
6,1834,199,3,16200000
6,2950,207,3,30000000
4,1925,288,5,85300000
4,3800,314,4,5500000
1,1350,144,2,16000000
2,520,428,1,23200000
2,1157,431,2,18500000
5,1749,49,2,11500000
4,2052,290,4,8043000
6,1880,214,3,17600000
5,888,46,2,4617000
6,4000,245,5,9057000
4,813,298,2,3967000
4,1091,290,3,4968000
6,1130,200,2,5085000
2,700,431,1,4900000
5,763,39,2,3618000
5,905,39,2,5597000
2,350,428,1,4100000
2,656,431,1,6500000
2,840,496,2,5898000
4,1451,288,3,8500000
4,1147,286,3,4760000
1,1300,173,3,25500000
2,611,496,2,5690000
1,810,145,2,4400000
4,800,336,2,63500000
5,1970,42,3,2900000
4,1114,288,3,4172000
3,1885,2,3,9000000
4,2452,290,4,7100000
4,1727,290,3,29000000
2,1200,446,2,21500000
6,1180,197,2,4566000
6,1640,214,3,10500000
4,740,297,2,3800000
4,2526,290,4,6000000
4,1240,286,3,4899000
5,1229,31,2,7652000
5,1850,77,3,3399000
2,1050,464,2,15000000
4,1626,288,3,6000000
4,1110,287,3,9200000
2,670,431,1,5700000
5,952,62,2,5150000
4,1110,340,3,3200000
3,1149,1,3,4021000
5,825,63,2,5278000
4,1038,292,3,4223000
3,520,6,1,7900000
4,600,296,1,5000000
6,961,240,2,14000000
4,1124,286,2,6264000
4,1454,290,3,3049000
2,1350,216,3,19000000
6,2595,198,3,20500000
6,3000,225,3,30000000
5,1310,41,3,6018000
4,1445,286,3,5500000
3,1457,1,3,9435000
6,1740,201,3,14500000
6,1535,214,3,9449000
6,1200,199,1,4300000
1,9000,146,5,35000000
5,970,35,2,2650000
4,1280,288,3,8745000
4,1101,290,3,5365000
4,944,292,2,3256000
4,1665,353,3,7936000
4,1261,290,3,6754000
6,1200,229,2,8200000
6,2021,205,2,8000000
4,1227,296,3,10000000
6,2210,207,3,19800000
1,1650,138,3,18500000
4,1015,286,2,11399999
2,700,441,1,10000000
4,815,291,2,6000000
2,600,478,1,10800000
2,1350,431,3,11500000
3,1625,2,3,5566000
1,1550,184,3,8500000
4,849,293,2,6200000
4,2273,288,3,8300000
5,1160,36,2,30000000
4,997,309,3,4914000
6,1200,27,2,9000000
6,2175,205,3,9135000
6,1230,201,2,7019000
4,1209,366,3,10000000
2,1385,431,3,8200000
1,2100,135,3,19500000
1,1245,140,2,10000000
4,800,310,2,26200000
4,1305,292,3,12000000
4,1323,291,3,5647000
4,1175,287,3,7500000
4,830,324,2,3199000
4,1150,295,3,5000000
6,2580,207,3,23200000
4,1600,295,3,6000000
5,950,66,2,5339000
4,825,309,2,3569000
2,702,486,1,20500000
2,1350,216,3,18800000
2,555,431,1,27200000
4,1400,288,3,4675000
4,1730,309,4,95000000
4,1360,291,3,4624000
1,1400,134,3,17000000
6,3490,204,4,34000000
1,1475,145,3,4900000
5,931,35,2,9643000
4,1727,290,3,32500000
4,1203,297,3,11299999
5,1551,34,3,7289000
5,981,53,2,19100000
6,3448,202,3,32500000
5,753,110,2,4920000
5,1314,31,3,8248999
2,338,425,1,3925000
6,1695,201,3,11200000
1,2200,168,3,45000000
3,1270,11,3,6325000
4,1250,317,3,10400000
1,1000,171,2,12500000
6,1208,209,2,5800000
2,850,440,2,2650000
4,931,286,3,8164000
5,1666,52,3,5995000
2,888,427,2,25000000
6,1500,284,3,7500000
4,823,290,2,2400000
5,1131,114,2,5945000
6,3600,219,4,6500000
4,915,292,2,12700000
2,970,490,3,8100000
4,1303,293,2,2524000
2,1350,429,3,35000000
4,888,309,3,4095000
4,1115,291,3,9900000
5,1294,70,3,3115000
2,525,429,1,11100000
5,914,59,2,6154000
4,939,295,2,5000000
2,1150,427,2,15300000
4,3450,288,5,6200000
2,905,486,2,9800000
2,650,431,1,5500000
5,721,70,2,3986999
5,938,39,2,4408000
3,975,7,2,22799999
4,970,286,2,13899999
6,1075,209,2,4085000
4,1090,309,3,8988000
4,1642,295,3,3752000
5,2140,110,4,6380000
3,1815,12,3,5750000
2,735,490,2,26500000
1,1400,174,3,50000000
2,1265,443,2,10100000
4,700,364,2,2550000
4,970,288,2,7738000
2,1023,490,3,36900000
4,1116,286,3,2268000
4,2028,290,3,4500000
4,972,298,3,5073000
4,916,319,3,25000000
2,3000,451,2,2576000
4,4527,314,3,5700000
5,1242,50,3,7450000
4,1782,309,4,7956000
5,700,76,2,8214000
3,950,6,2,3100000
4,1443,293,3,2900000
4,740,298,2,5400000
3,3949,15,4,9881000
6,4780,210,4,43000000
4,1150,293,2,4350000
6,1300,213,3,5600000
2,1250,429,3,22500000
4,1500,288,3,5600000
5,615,37,1,7078000
6,600,254,1,2300000
5,667,76,2,3475000
5,890,39,2,3650000
4,920,295,2,8465000
5,1100,59,2,3675000
2,954,475,2,8400000
2,1580,431,3,9000000
6,3025,270,3,28700000
2,920,464,2,23000000
5,3200,69,3,7500000
4,1135,356,3,3400000
4,1133,287,2,3300000
6,1015,200,2,3500000
4,795,287,2,9200000
1,516,134,1,13899999
3,3900,26,3,3200000
5,1404,68,3,5685000
5,1434,53,3,10300000
4,1103,288,3,5500000
5,872,70,2,3800000
5,790,63,2,2510000
4,941,290,3,8295000
4,916,319,3,5400000
5,1358,31,3,6548000
1,1350,145,3,16000000
4,833,309,1,14000000
2,1313,490,3,11500000
5,1550,61,3,19000000
2,412,425,1,4794000
2,555,464,1,3150000
5,994,52,2,5100000
1,2150,135,4,18900000
2,600,428,1,8800000
3,3600,14,4,26400000
5,1295,102,2,9792000
1,900,159,2,7200000
6,1130,213,2,4700000
5,1107,63,2,6645999
5,814,50,2,5255000
2,750,422,1,11000000
1,800,137,2,13500000
4,1066,286,2,3593000
4,835,287,2,3064000
4,1091,290,3,9892000
5,815,37,2,6363000
5,2661,36,3,13500000
5,1546,63,3,6645999
4,850,297,2,3600000
5,1503,113,3,22100000
6,1430,197,2,7436000
6,900,235,2,3800000
5,563,76,1,6343000
1,516,164,1,3599000
4,920,288,2,4000000
6,1315,214,2,8095000
4,914,288,2,4381000
3,1068,7,2,5256000
4,1200,286,3,2800000
6,1717,220,3,11000000
5,1027,38,2,6550000
2,490,471,1,11700000
4,1100,295,3,2014999
4,1035,287,3,2766000
2,1653,431,3,9500000
4,972,288,2,6600000
2,3600,436,4,120000000
2,525,429,1,33000000
5,1434,37,3,8266000
4,2881,290,4,3050000
4,1524,340,3,5675000
1,1600,134,3,26000000
6,1662,202,3,16000000
5,994,79,2,6461000
4,650,297,2,3300000
3,2580,14,3,17500000
4,1000,347,2,7500000
2,672,455,1,8500000
2,3888,427,4,81600000
4,750,386,2,4140000
4,800,329,2,2937000
5,1430,46,3,7339000
3,1884,2,3,8002000
6,1830,209,3,8234999
2,561,446,1,19400000
3,3450,9,3,6800000
4,950,403,2,5895000
4,1250,382,3,6099000
5,1829,31,3,13799999
2,547,446,2,10000000
6,1570,206,3,11299999
3,1482,25,3,6403000
2,920,474,2,4500000
2,350,481,1,9000000
5,1075,39,2,8986000
3,1025,6,2,5900000
5,1175,38,2,5850000
4,944,292,2,16000000
4,923,293,2,4800000
3,1450,1,3,7433000
4,2082,288,3,10600000
1,2450,172,3,5000000
4,1405,306,2,5500000
4,962,291,3,14500000
4,2585,309,5,4100000
5,521,35,1,10400000
2,562,428,1,9800000
2,820,455,2,3600000
4,992,288,2,16500000
1,1800,135,3,14900000
5,925,37,2,8540000
5,1290,37,3,5764000
3,1193,7,3,3579000
2,635,431,1,4000000
6,1503,199,3,6312000
4,835,292,2,2184000
4,950,296,2,2448000
6,1320,205,2,5544000
1,1800,136,3,12500000
2,1100,427,2,19100000
5,1641,51,3,8675000
3,520,6,1,18700000
6,1314,199,2,9900000
5,1250,39,3,6463000
5,1298,59,3,9086000
5,1331,35,3,4605000
4,858,293,2,2574000
2,1000,459,2,11500000
4,740,326,2,3500000
3,1025,6,2,3260000
4,970,310,2,11500000
5,2712,93,4,16500000
4,1173,299,3,4538000
2,3500,433,5,65000000
