City,Price,Area,Location,No. of Bedrooms
2,22000000,879,69,2
2,3000000,600,67,1
4,4125000,770,7,3
5,2570000,795,52,2
4,8000000,1480,6,3
4,8895000,1522,6,3
5,3399000,975,153,2
5,4300000,1100,80,2
4,3794000,836,7,3
4,6500000,1920,31,3
5,8290000,1358,117,3
5,9741000,3800,7,4
5,4186000,910,145,2
4,14300000,1045,19,3
5,13600000,850,3,2
4,4025000,1058,13,3
2,47900000,650,38,1
6,4300000,1050,35,2
1,15200000,1350,21,3
5,3581000,581,67,1
5,7367000,1198,29,2
5,9545000,1660,117,3
4,14100000,1400,23,3
4,11700000,1186,6,2
1,2500000,630,59,2
4,5161000,1123,7,3
4,11800000,1150,31,2
5,5476000,920,145,2
4,10500000,2254,86,3
5,5202000,833,74,2
4,12700000,1500,21,4
4,40000000,1212,31,3
5,10600000,1838,117,3
5,6200000,1027,117,2
2,7800000,610,69,1
4,2547000,1295,6,3
4,6500000,1052,23,2
4,7000000,1294,17,2
4,2775000,1300,16,3
1,16000000,1350,31,2
3,7780000,1085,6,2
2,10000000,751,22,2
2,11500000,540,31,1
6,14600000,2925,32,4
4,14000000,833,13,1
2,30500000,2415,48,4
2,8500000,1632,8,3
5,4040000,638,136,2
4,60100000,1160,19,2
2,60000000,2500,16,3
5,7134000,1220,46,3
4,4600000,1170,29,3
5,12400000,1240,19,3
2,8000000,1299,18,2
3,3779999,1025,25,2
2,18500000,1200,78,2
4,9500000,650,96,2
3,28000000,2790,93,4
2,2560000,500,71,1
5,4635000,872,12,2
6,7400000,1615,77,3
2,7000000,450,86,1
4,3850000,753,6,2
4,4000000,1350,6,3
5,3400000,855,52,2
4,4560000,728,58,2
4,3256000,1501,145,3
3,8400000,1095,21,2
4,2100000,1013,183,3
5,17600000,1243,108,2
5,8000000,1710,132,4
2,22000000,700,22,1
4,3049000,1451,6,3
2,23000000,776,22,2
2,36500000,832,14,2
3,12000000,1712,18,3
5,8431000,1606,37,3
4,2800000,1254,93,3
1,18000000,2302,40,4
3,3800000,1914,18,3
2,13700000,1056,17,2
5,4500000,1850,11,3
4,5229000,1400,12,3
5,4762000,624,46,1
4,6183000,1482,7,3
5,7000000,1210,19,3
4,13500000,920,31,2
2,8000000,880,35,2
2,9200000,1444,7,2
4,4405000,1004,31,2
4,2300000,850,93,2
5,10700000,1025,12,2
1,8500000,2800,51,4
6,7593000,1808,49,3
3,4600000,3125,18,3
2,17500000,650,7,1
5,5816000,1026,117,2
1,36500000,2450,25,3
4,18000000,2452,86,4
3,10000000,1249,2,2
2,20000000,1600,18,3
5,6300000,1450,84,3
5,5349000,1103,47,3
3,3779999,1290,18,2
4,6000000,2526,86,4
3,3100000,1614,20,3
1,3700000,700,24,2
5,8200000,1618,2,2
1,35000000,9000,3,5
4,2907000,581,7,2
4,2800000,883,11,2
5,9000000,1076,28,2
5,5833000,1020,60,3
4,8500000,1700,86,3
4,3300000,2560,1,3
4,3200000,1068,148,2
1,27500000,1550,3,3
5,10500000,927,12,2
5,3210000,1504,34,3
2,2000000,1050,69,2
4,5500000,1450,6,1
6,6648999,1090,21,2
4,12500000,1277,94,3
4,2000000,1115,19,3
2,3536000,650,69,1
4,6700000,1640,17,3
2,17500000,975,7,2
5,4000000,900,92,2
6,26000000,3434,4,4
6,15500000,2160,3,3
2,7500000,1289,18,3
4,10000000,1760,31,3
4,3488000,872,31,2
2,7800000,715,67,1
4,6055000,1107,86,3
5,6550000,1256,144,2
4,190000000,1100,7,3
4,4600000,600,5,2
2,8750000,1155,69,2
2,4000000,1150,69,2
5,7433000,988,47,2
3,74300000,5112,18,5
6,5628000,1340,56,2
4,13000000,850,23,2
4,6900000,1956,6,3
5,2400000,550,136,1
4,13500000,3000,1,4
4,7945999,2773,157,4
5,3671000,1058,46,2
1,2240000,1000,3,3
5,8900000,921,69,2
6,4600000,1050,50,2
1,14500000,516,46,1
5,2600000,575,136,1
4,3100000,800,23,2
6,3500000,1080,87,2
4,10100000,1485,19,3
2,11000000,1340,37,2
2,7000000,580,80,1
4,4345000,844,29,2
5,3200000,860,132,2
2,3300000,600,35,1
4,5500000,892,136,2
5,5580000,930,89,2
4,18000000,1572,21,3
4,3500000,1004,14,2
5,6000000,1367,153,2
5,2759000,657,145,1
2,13600000,680,48,2
5,6550000,921,47,2
4,2100000,1064,11,3
2,25200000,965,14,3
1,15000000,1000,58,2
4,4200000,1169,7,3
4,4122999,760,35,2
1,8500000,1000,46,2
2,5000000,1220,69,2
4,2240000,1428,6,3
4,7600000,745,17,2
5,35500000,1846,117,3
4,3900000,950,7,2
5,4250000,1000,136,1
4,6200000,1920,31,3
2,5800000,545,88,1
5,7100000,811,74,2
2,3467000,530,66,1
2,3536000,650,69,1
5,5458000,1295,71,3
4,13500000,2028,86,3
2,35000000,1150,95,3
2,10000000,1150,69,2
5,6493000,1600,5,3
2,5300000,600,27,2
4,10100000,1362,11,3
4,14200000,1500,7,3
4,4800000,650,129,3
2,5500000,1250,69,2
2,17500000,1188,60,2
4,3857000,7915,86,5
4,5767000,923,31,2
2,5000000,735,69,1
2,32500000,2015,36,4
5,3167000,510,76,1
4,3036000,950,6,2
4,2250000,776,7,2
4,3604000,1334,7,2
5,4708000,856,12,2
2,41900000,2095,48,4
5,3000000,872,12,2
6,9156000,2180,56,3
5,5116000,1066,96,2
2,38500000,1125,37,2
2,3200000,655,71,1
5,10000000,1050,5,3
5,3883000,809,95,2
1,450000000,9000,3,5
4,17100000,1490,23,3
4,2254000,869,13,2
1,13000000,2000,52,4
2,3500000,650,69,1
1,2500000,6521,16,5
1,12600000,1700,51,3
4,2456000,1081,86,2
5,5100000,1708,23,3
5,5476000,920,74,2
4,3479999,1605,13,3
6,2500000,840,84,1
5,4705000,886,12,2
4,6669000,815,7,2
1,2124000,800,3,2
2,9200000,1444,7,2
4,8231000,1300,14,3
6,12000000,1590,9,3
1,2200000,1850,6,3
5,5600000,1831,14,3
4,3960000,2891,86,4
5,20000000,1149,8,3
1,18500000,1650,52,3
4,10000000,883,139,2
2,36500000,2030,18,3
3,8100000,1040,20,2
2,70000000,4650,8,5
6,19000000,2815,9,3
4,7200000,897,6,2
5,6000000,1265,8,3
2,5000000,735,69,1
3,8400000,520,25,1
5,8084000,922,144,2
4,8500000,1697,6,3
4,11900000,650,6,2
4,3372000,1900,1,3
4,3257000,1455,19,3
5,36000000,1538,43,3
4,7187000,1753,7,3
2,8500000,1120,69,2
4,30500000,1200,17,2
4,5365000,1101,86,3
4,3679999,1350,23,3
1,2000000,760,56,2
4,13600000,1160,7,3
2,11500000,540,31,1
1,3500000,516,29,1
5,46100000,1276,168,2
6,7000000,1630,16,3
2,30000000,950,22,1
3,24000000,3860,18,4
5,8675000,1641,148,3
2,13500000,650,8,1
4,11500000,1314,109,3
2,4099000,615,81,1
1,2400000,1699,51,3
4,2523000,850,6,2
5,3800000,790,52,2
4,6938000,920,11,2
1,16500000,1350,31,2
5,3300000,914,8,2
5,7601000,1438,7,2
4,7200000,1823,6,3
2,16000000,1550,39,2
4,6151000,891,11,2
3,3864000,1180,14,2
4,2200000,1210,198,3
4,85300000,935,19,2
4,12200000,1590,17,3
5,5045000,1708,31,3
1,3500000,516,29,1
5,20500000,1283,3,3
5,4999000,819,89,2
5,7966000,1122,28,2
4,3354999,1450,6,3
2,7400000,1000,48,2
4,4218000,1150,18,3
4,10100000,870,13,2
2,4100000,340,17,1
4,9108000,901,6,3
6,29000000,8500,19,6
6,6363000,1515,133,3
2,14800000,1635,69,3
2,8359999,530,66,1
1,3000000,800,16,2
2,16500000,1180,21,2
4,4700000,915,23,2
4,6938000,950,6,2
4,11500000,1682,157,3
4,13899999,905,19,3
5,4240000,967,52,2
6,19500000,1920,84,4
4,6959999,960,7,2
6,17500000,3550,27,3
2,18500000,1487,18,3
4,12300000,980,93,2
4,6561000,1058,13,3
5,2664000,1252,31,2
1,45000000,850,37,2
5,3808000,882,23,2
2,4000000,1170,33,3
6,5700000,1225,14,3
4,3495000,1461,7,3
6,7098999,1090,21,2
5,5328000,1066,23,2
2,2350000,1950,59,3
5,4647000,845,109,2
3,8295999,2100,4,4
4,14000000,1179,31,3
2,27000000,3080,8,3
1,4400000,1450,16,3
4,5800000,2100,2,4
1,2723000,800,3,2
2,6800000,625,28,1
4,9500000,840,93,2
4,5905000,1125,23,3
4,70000000,1416,94,3
4,8550000,4527,1,3
2,18800000,720,80,1
5,25600000,2052,106,4
2,16000000,1944,49,4
2,22500000,995,48,2
4,12000000,931,6,3
5,11200000,1796,117,3
5,8792000,1130,23,3
2,9000000,667,33,2
5,23700000,1345,28,3
4,2700000,900,183,2
4,5600000,962,148,2
6,20000000,2500,3,3
6,20000000,2070,1,3
4,3000000,1200,7,2
6,6200000,1565,26,3
5,5846000,1453,28,3
4,3354999,1450,6,3
5,7209000,1168,59,2
5,3021000,931,109,2
3,32200000,2436,24,3
5,12800000,1653,28,3
4,3500000,1100,17,3
4,5200000,800,136,2
4,3699000,790,22,2
4,7103000,1139,23,3
5,16900000,2627,168,3
4,9800000,600,6,2
4,6800000,956,6,2
2,21000000,1000,8,2
5,4011999,1056,59,3
2,33000000,1667,48,3
4,2000000,868,19,2
2,26500000,1305,37,3
4,7800000,765,7,2
5,3881000,872,12,2
1,2400000,500,59,2
5,13799999,1944,37,3
3,13799999,2061,14,3
4,6327000,1150,86,2
3,26800000,3250,11,4
4,3570000,1331,7,3
4,18000000,1583,8,3
3,6058000,1225,15,2
4,3724000,1620,13,3
4,6800000,1110,22,2
1,12500000,600,20,3
5,8400000,4643,117,4
4,6285000,1028,13,3
4,8500000,956,6,2
6,39400000,3590,61,3
5,4988000,1160,84,2
1,2000000,990,65,3
3,10600000,655,20,2
2,12500000,350,38,1
4,4020000,1259,7,3
1,12000000,1500,20,3
5,9100000,1594,117,3
4,5500000,875,6,2
3,14500000,1950,24,3
2,7500000,750,2,2
6,26000000,3434,4,4
2,55000000,2580,5,3
5,5202000,833,74,2
5,24600000,1431,14,2
3,8000000,645,25,1
4,3477000,700,21,2
4,5300000,895,23,3
6,6850000,1370,49,2
4,3000000,1400,129,3
4,2073999,1267,31,3
2,31500000,1325,48,3
6,35000000,3000,1,3
2,12800000,750,37,1
4,8000000,1100,35,3
4,6537000,876,19,2
6,10500000,2191,9,3
4,2600000,624,42,2
5,4065999,701,73,2
5,11700000,1569,147,3
2,13700000,650,37,1
1,19800000,1700,51,3
4,5126000,1075,17,2
2,43000000,1250,8,2
6,4300000,1050,35,2
5,4930000,850,145,2
5,2600000,570,136,1
3,3906000,1302,13,3
5,28900000,1986,14,3
4,5360000,997,13,3
4,85300000,1067,12,2
5,4762000,624,46,1
5,4040000,638,136,2
2,17000000,1070,7,2
1,13500000,1850,20,3
1,500000000,7259,3,5
4,7727000,1424,6,3
5,25500000,690,19,2
4,4629000,847,11,2
6,15000000,2015,3,3
4,8500000,1522,6,3
2,22000000,1166,8,3
6,10500000,1250,9,3
4,4226000,885,19,2
1,34500000,1650,52,2
4,8500000,5359,1,4
4,2486000,1659,17,3
4,2907000,581,7,2
5,7000000,1443,117,3
4,3400000,1109,6,2
2,22000000,881,22,2
4,4011999,1485,19,3
6,7998000,1600,4,3
5,10000000,1293,76,3
4,2867000,965,86,2
5,13799999,1527,73,3
6,11200000,1695,21,3
4,6700000,1155,6,2
5,6167000,1158,31,2
5,6350000,1326,52,1
4,7402000,1360,6,3
4,4932000,1510,11,3
5,9400000,2021,129,4
4,4500000,871,86,2
2,7700000,607,35,1
4,3600000,1550,92,3
1,13700000,1900,49,4
2,7500000,1150,69,2
6,5500000,1575,136,3
5,2347000,1051,64,2
4,2300000,1574,6,3
6,10600000,1695,21,3
5,4895000,940,145,2
5,3601000,1258,145,3
2,15300000,675,71,1
6,9500000,1620,50,3
4,10200000,1043,11,3
5,4722000,1232,7,2
5,25500000,4451,117,4
4,10100000,1050,17,3
3,11800000,1045,7,2
4,7500000,1630,157,3
6,3900000,1150,30,2
1,4000000,900,16,2
5,2975000,541,12,1
5,4331000,833,74,2
2,11000000,810,34,2
3,7125000,1365,20,3
4,8051000,2044,6,4
4,7402000,1360,6,3
4,9495000,1073,5,2
6,8000000,2021,56,2
2,15200000,1200,48,3
4,2985000,824,7,2
5,10000000,830,108,2
4,4500000,1085,31,2
6,5700000,1225,14,3
5,7213000,1173,29,2
5,7078000,615,71,1
5,3777000,1532,7,3
6,27000000,3448,4,4
6,8736000,1680,24,3
4,3096000,1079,19,3
5,7000000,1450,8,3
4,4560000,888,13,3
5,7941000,1282,38,3
4,4500000,1757,6,3
4,2700000,1451,6,3
2,5700000,725,69,1
1,20000000,1500,51,3
3,15000000,2975,18,3
5,4186000,910,145,2
2,3326000,699,22,2
4,14200000,1367,17,3
4,4600000,600,5,2
5,2358000,1498,12,3
3,2899000,645,25,1
2,2700000,1150,18,2
4,9900000,730,17,2
2,17000000,1050,84,2
2,10500000,5150,20,3
5,5200000,920,108,2
4,8700000,1277,17,2
5,30500000,1100,17,2
4,7200000,949,31,2
1,11000000,1450,46,3
4,4700000,1270,6,3
5,5700000,1871,14,3
4,2548000,1110,13,2
4,8223999,2105,31,4
1,25000000,3000,20,4
5,6730000,1053,12,2
5,28900000,1986,14,3
5,16600000,1944,37,3
4,6900000,3300,86,3
2,6000000,904,22,2
4,3040000,1265,17,2
4,2147000,895,85,2
4,2200000,1303,31,2
5,5685000,1404,7,3
6,10000000,1314,49,2
6,4566000,1180,24,2
4,16299999,770,23,2
2,11000000,1127,8,3
6,8000000,1570,9,3
5,6150000,1307,117,3
4,2260000,1150,31,2
4,6169000,750,38,2
2,2836000,1444,7,2
4,7173000,1451,6,3
4,7073999,5359,1,4
4,2200000,1133,86,2
5,5412000,815,139,2
4,5000000,1500,3,5
5,12000000,1538,43,3
5,11700000,560,76,1
4,4608000,700,112,2
4,5461000,1630,21,3
2,4300000,900,37,2
5,5200000,804,38,2
2,14500000,1050,32,2
6,5500000,1076,19,2
5,3000000,939,12,2
4,14000000,750,80,2
4,20800000,1070,148,2
5,4930000,1190,47,3
1,30000000,2700,3,4
5,5885000,1639,168,3
5,6600000,1110,117,2
3,7134999,1705,20,3
2,11000000,620,81,1
4,9450000,1152,23,3
4,4200000,1309,92,3
4,7459999,1360,31,3
6,6800000,1320,91,3
5,4065999,701,73,2
4,2212000,625,7,2
4,2900000,1500,22,3
4,2300000,1135,23,3
4,3927000,586,7,2
6,7875000,1875,56,3
5,10700000,1212,153,3
5,2486000,1035,58,2
4,3500000,1450,6,1
2,65500000,1043,12,3
2,4500000,650,69,1
3,3579000,1193,13,3
4,4095000,888,13,3
3,7134999,1705,20,3
5,6651000,1922,108,3
4,5073000,972,93,3
5,9980000,1378,64,3
2,11500000,540,31,1
4,9500000,920,7,2
4,8958000,1391,6,3
5,28700000,1975,14,3
3,5556000,2187,14,3
4,47000000,1460,13,3
4,2088000,1255,6,2
5,6188000,1777,16,3
5,6321000,1345,115,3
2,4100000,750,37,1
5,8525000,1358,37,3
2,12000000,600,22,1
6,7200000,1720,14,3
4,2456000,1081,86,2
4,8347000,1761,12,3
4,4000000,1300,7,3
5,27200000,4736,117,4
2,12000000,600,22,1
2,7200000,709,37,1
1,12000000,2195,51,4
5,4000000,1062,64,2
6,6000000,1250,75,2
5,10500000,962,60,2
4,6000000,1112,6,3
4,5217000,1335,31,3
4,2800000,1091,82,3
5,7000000,1443,117,3
2,2500000,450,77,1
4,3000000,1160,93,3
2,9500000,550,22,1
4,2300000,941,86,3
2,2200000,600,95,1
2,14500000,1050,32,2
4,7500000,900,7,3
3,5030000,943,13,2
6,4000000,920,77,3
2,110000000,520,22,1
1,2400000,1650,20,3
4,6000000,2526,86,4
6,5500000,1050,21,2
2,8495000,1200,48,3
2,16399999,2000,82,3
4,4500000,924,42,2
4,16100000,1114,6,3
4,2100000,800,23,2
5,5116000,1066,96,2
5,9900000,1100,5,3
4,45000000,1452,6,2
2,2850000,1120,7,2
5,4904000,1091,31,2
4,5800000,801,22,2
4,8500000,950,93,2
2,11000000,650,22,1
5,4435000,575,145,1
5,24000000,1701,27,3
6,4600000,1050,50,2
4,8690000,1697,6,3
2,3467000,530,66,1
4,37500000,1032,89,2
5,62900000,979,16,2
2,2418000,640,45,1
2,6500000,566,29,1
2,16500000,1500,22,3
4,3627000,750,93,2
2,10500000,1100,18,2
5,9643000,931,47,2
2,2100000,445,66,1
4,12900000,887,86,2
3,9579000,998,11,2
5,7850000,1243,108,2
2,2700000,350,37,1
2,16500000,1180,21,2
4,9307000,1538,17,3
5,5015000,1269,109,3
2,28000000,1250,29,2
5,3960000,1660,117,3
5,24200000,855,52,2
1,13500000,1500,52,3
5,5045000,1708,31,3
6,6344000,1220,24,2
6,6648999,1090,21,2
4,2512000,709,31,2
2,6400000,843,95,2
4,9000000,1450,13,3
4,17600000,2450,5,4
3,36000000,3895,18,4
2,5500000,978,7,2
4,4650000,1192,7,3
6,30000000,2950,1,3
5,6343000,1337,136,3
6,4580000,1145,136,2
5,6800000,1190,71,3
5,10400000,1358,37,3
4,7600000,820,187,2
1,12000000,1500,20,3
6,15500000,1834,49,3
5,4950000,791,95,2
4,7900000,1125,13,2
1,17000000,1550,46,3
4,4500000,1757,6,3
2,3500000,1050,69,2
3,40300000,4000,93,4
6,14600000,2665,23,3
5,4508000,1753,145,3
5,6334000,1092,73,3
3,15300000,3450,20,4
5,3627000,930,84,2
6,9991000,1045,25,2
2,34000000,1120,35,2
4,5200000,1277,94,3
6,7400000,1615,77,3
5,5328000,1066,23,2
5,6214000,1118,117,2
5,2340000,1270,46,2
1,5000000,480,56,2
4,4923000,480,6,1
4,3802000,852,113,2
3,7408000,1650,27,3
4,3500000,1150,7,2
4,7500000,836,6,2
4,36000000,1006,31,2
2,29000000,1050,47,3
5,17000000,1361,36,2
5,18500000,2616,37,4
4,7055000,1173,32,3
2,19100000,1100,45,3
4,9300000,425,6,1
1,35500000,2450,25,3
4,9800000,882,11,2
4,3724000,901,7,2
1,22000000,2200,52,4
2,12000000,1250,96,2
4,4461000,1331,7,3
1,2500000,1000,56,3
4,15000000,1640,17,3
2,9900000,1095,35,2
6,3900000,1150,21,2
5,6963000,1266,19,3
4,4600000,1030,18,2
5,5990000,1605,14,3
4,3011000,1046,6,1
6,9000000,1366,21,2
5,10200000,981,16,2
2,5700000,687,69,1
2,15500000,900,8,2
1,16000000,1350,31,2
5,9925000,1618,37,3
1,18000000,6544,9,5
1,2000000,760,56,2
4,2675000,872,6,2
4,12400000,800,17,2
4,8700000,815,7,2
4,3872000,1139,148,3
4,3570000,844,7,3
4,2600000,780,129,2
4,2200000,1013,85,2
4,5489000,822,7,3
2,10600000,660,78,1
4,6400000,1996,6,3
4,3396000,817,31,1
4,7294000,1265,17,2
5,6500000,752,101,2
1,14500000,900,46,2
2,5000000,735,69,1
4,4227000,823,19,2
4,3700000,1250,6,3
3,13899999,2686,20,3
2,5900000,735,69,1
5,8525000,1358,37,3
5,5460000,2017,2,3
4,5000000,800,205,3
5,11500000,1434,29,2
4,15500000,1399,31,3
2,9800000,2700,48,5
5,5200000,1123,58,2
1,17000000,1550,46,3
4,5900000,800,23,2
5,2726000,1211,136,2
3,6787000,1656,21,3
6,6600000,1895,79,3
2,9500000,595,7,1
6,9291000,1630,9,3
5,11500000,600,6,1
2,8020000,700,66,2
6,40000000,2865,5,4
2,3650000,665,84,1
5,5934000,913,89,2
5,14000000,1215,112,2
4,4348000,883,11,2
4,3900000,1148,23,3
6,5371000,1279,49,2
4,2300000,1100,17,3
2,3467000,530,66,1
2,22000000,1527,60,3
4,11700000,1173,13,3
2,3900000,910,95,1
3,4722000,1152,21,2
6,6900000,1150,9,2
5,6800000,2777,2,3
5,12000000,1243,108,2
1,20000000,2000,20,4
4,2326000,675,23,2
2,3800000,335,17,1
2,22200000,772,7,2
5,10000000,1217,8,2
4,6302000,1050,7,2
2,7800000,715,67,1
4,30000000,2620,86,4
3,270000000,1225,25,3
2,29400000,1618,36,3
4,4900000,730,148,2
4,2500000,1550,5,3
5,10800000,1277,145,2
2,9000000,910,95,2
1,19800000,2500,51,3
4,2014999,765,23,2
4,2073999,890,17,2
4,2520000,600,21,1
4,3800000,1428,6,3
3,6800000,1299,15,2
5,2976000,726,92,2
4,2000000,1113,23,3
4,3831000,1100,23,2
2,79200000,1234,8,3
5,4324000,899,8,2
2,6663000,362,95,1
4,13799999,1110,23,3
4,2900000,1660,12,3
4,4646000,785,148,2
4,22500000,1601,17,3
5,4336000,1062,153,2
6,22000000,4000,84,4
4,2600000,1819,1,3
2,7000000,650,69,1
4,3000000,480,6,1
1,16000000,1750,52,3
4,5171000,1185,21,2
4,3500000,650,80,2
5,3300000,2691,108,4
2,8200000,990,97,2
4,6900000,1956,6,3
6,6720000,1600,56,3
5,3283000,2712,108,4
5,3127000,590,95,1
2,34000000,855,29,2
4,6618000,1172,6,3
5,8200000,2587,7,3
5,4999000,625,28,1
5,8500000,925,50,2
5,19000000,1913,131,3
4,6618000,1172,6,3
4,42800000,1047,37,2
2,7500000,1150,69,2
4,5500000,1228,17,2
4,4336000,1082,7,2
6,27500000,3090,3,4
4,10800000,1040,13,2
6,14400000,1738,3,3
5,11100000,1173,29,2
4,6087000,943,6,2
2,15000000,800,22,2
2,5300000,650,95,1
2,8200000,1050,69,2
4,4400000,745,23,2
1,2500000,650,56,2
6,8200000,1500,9,3
5,7850000,1243,108,2
5,17600000,1243,108,2
4,2827000,730,17,2
1,2300000,800,3,2
4,6000000,780,129,2
6,5700000,1100,83,2
4,2600000,710,42,2
4,4250000,1768,6,3
4,4047999,1056,13,3
4,6800000,1100,7,3
4,9800000,882,11,2
3,36000000,3895,18,4
6,11000000,1216,21,2
4,3500000,1000,91,2
1,2800000,750,56,3
2,11900000,700,20,2
5,23600000,4105,117,4
5,4485000,620,108,1
5,8499000,1123,80,3
4,2218000,1080,6,2
2,8750000,1050,17,2
4,12400000,1059,82,3
6,8098000,1620,64,3
5,15400000,1730,73,3
3,21000000,950,25,2
2,11000000,1721,29,3
2,2400000,900,66,3
1,2400000,900,59,3
2,10000000,751,22,2
2,4300000,720,35,1
5,6136000,1705,153,3
1,22000000,2200,51,3
4,3354999,1450,6,3
5,15000000,670,27,2
5,3021000,931,109,2
5,7620999,605,67,1
5,4500000,688,47,2
4,4061999,826,85,2
4,4100000,895,23,3
5,8000000,1307,37,3
5,5157000,1166,38,2
4,7295999,1164,31,3
4,8423000,1168,23,3
4,3153000,1076,19,3
1,2600000,833,16,2
1,2500000,1500,24,3
5,7306000,1218,19,3
2,2700000,620,35,1
2,27000000,1750,48,3
3,120000000,1050,20,2
2,3900000,697,69,1
5,8817000,920,145,2
5,4331000,869,74,2
4,3500000,1600,17,3
4,15000000,1466,2,3
4,2250000,806,55,2
4,6500000,888,13,3
4,2300000,1305,19,3
6,6700000,1200,18,3
1,17000000,1850,20,3
2,22500000,1792,8,3
5,4679000,883,96,2
3,62900000,7500,24,6
2,8000000,570,48,1
5,3311999,864,47,2
2,23000000,650,72,1
4,2000000,868,19,2
5,22000000,2062,3,3
2,70000000,1278,36,3
2,9600000,1209,70,2
4,3108000,817,7,3
4,2100000,1909,6,4
4,26100000,3000,3,4
5,2385000,530,58,1
2,2835000,905,95,2
1,15500000,1800,20,3
6,8389000,1216,21,2
6,4500000,900,6,2
4,2073999,690,19,2
4,5200000,1663,6,3
4,3240000,1168,148,3
5,5285000,914,38,2
2,4794000,412,95,1
4,8200000,1522,6,3
2,3600000,216,88,1
3,9700000,950,25,2
2,20200000,775,22,1
4,3000000,1200,7,2
4,8400000,1175,7,3
2,4200000,1080,35,2
5,8400000,1335,153,3
1,2500000,500,59,2
6,2200000,1000,22,2
6,12000000,1740,21,3
2,8413000,650,35,1
5,5295000,887,145,2
1,22000000,2200,51,4
4,4900000,1010,7,3
2,3000000,530,27,1
1,24500000,750,31,2
3,5118000,1025,25,2
4,2650000,917,7,3
4,3800000,3216,86,4
3,4260000,1482,111,3
5,7483000,1200,37,2
2,17600000,1100,22,2
4,7900000,1476,31,3
2,16000000,550,2,1
2,16500000,1820,36,3
2,7494000,585,70,1
4,9000000,800,23,2
2,7890000,729,48,2
3,12000000,1055,7,2
4,5000000,1500,6,3
1,50000000,1106,42,2
5,6900000,1157,140,2
2,34000000,1120,35,2
5,4700000,1000,109,2
4,8000000,675,82,2
3,5750000,1815,14,3
4,3127000,1150,31,2
5,8303000,624,67,1
4,3325000,1476,86,3
4,17000000,1426,128,3
4,4610000,887,86,2
4,6133000,1125,23,3
4,3584000,1785,13,4
2,32500000,1200,9,2
4,3786000,1185,13,3
5,9086000,1298,8,3
5,6831000,1051,3,2
5,22799999,1831,14,3
6,7400000,1615,77,3
3,14400000,1740,93,2
3,12700000,1490,93,2
4,6515000,1173,6,3
4,7073999,5359,1,4
1,15000000,1600,20,3
4,2315000,1270,111,3
5,2100000,588,28,2
5,5500000,1211,53,3
4,4960000,1480,6,3
4,5500000,2551,86,4
2,17300000,700,22,2
4,2089999,1605,13,3
2,2064000,962,100,2
1,2100000,450,3,1
5,7245000,1150,145,3
4,3300000,745,7,3
4,6938000,1180,6,1
4,2147000,910,7,2
6,6500000,1000,10,2
4,7000000,783,47,2
2,17500000,1120,48,3
3,3704999,1005,14,2
4,2014999,765,23,2
4,4000000,614,7,2
2,5500000,420,69,1
6,4200000,931,12,2
3,3864000,1180,14,2
2,3000000,950,27,2
5,6967000,1515,117,3
6,20000000,2250,9,3
6,16500000,1900,9,3
3,3554000,950,25,2
6,17000000,2200,1,3
4,6754000,1261,86,3
2,4140999,650,69,1
2,3326000,699,22,2
4,11000000,4527,1,3
4,8700000,1281,31,3
2,4045000,890,95,2
5,4992000,1217,47,3
5,7056000,936,145,2
1,13899999,516,46,1
4,2383000,750,22,2
4,2300000,1236,92,1
4,2600000,1443,86,3
5,8644000,1017,87,2
2,7600000,648,69,1
1,6500000,1160,16,3
3,3704999,1005,14,2
3,13400000,7500,24,6
4,8900000,1137,19,3
4,2774000,900,35,2
4,4000000,850,130,2
5,3250000,1020,27,2
4,2620000,920,7,2
5,19800000,1808,36,3
4,5070000,1074,86,3
4,3088000,732,11,2
4,2900000,1443,31,3
2,9200000,1444,7,2
4,5200000,1947,31,4
4,4095000,888,13,3
1,18500000,1650,52,3
2,3100000,972,71,2
4,3746000,2050,17,4
6,3900000,1150,21,2
4,30000000,1150,171,3
4,5839000,1548,86,3
5,21300000,1975,14,3
5,7748999,1230,74,2
6,7672000,1395,23,2
4,6900000,1956,6,3
2,2677000,830,95,1
5,4206000,1016,65,2
6,40000000,2865,5,4
6,7554000,1220,9,2
2,31200000,1361,8,2
6,7467000,1778,49,3
4,4400000,1424,86,3
4,4899000,1083,148,2
5,14700000,1450,16,3
5,17000000,2150,31,3
4,3500000,740,28,2
4,2200000,1013,85,2
6,5580000,1200,77,2
4,6285000,765,11,2
2,6000000,1350,48,3
6,5376000,1280,49,2
4,4250000,712,84,2
4,5572000,1460,6,3
1,2450000,900,59,3
2,45199999,480,29,1
6,2200000,1000,22,2
6,12000000,2700,49,3
5,6600000,1510,84,3
5,4250000,1000,136,1
4,4047999,1534,12,3
2,6500000,656,69,1
2,7200000,594,70,1
4,6700000,1450,6,2
5,5088000,960,96,2
2,14800000,1635,69,3
6,13300000,1931,21,3
2,18000000,997,7,3
5,2472000,860,145,2
2,60000000,2100,36,3
2,12900000,997,7,3
2,25000000,944,8,3
2,19500000,800,5,1
5,3500000,965,12,2
5,4950000,1472,94,3
4,3200000,971,22,2
1,35000000,2500,20,5
3,3779999,1290,18,2
5,20200000,1304,23,3
4,2454000,1013,85,2
3,4950000,1225,25,3
4,10100000,1555,6,2
4,7000000,1064,11,3
5,5184000,980,145,2
4,6800000,1287,6,2
4,4190000,835,128,2
